broker,direction,district,fecha_publicacion,idCliente,lat,lon,portal,supTotal,supUtil,tipo,title,url,valor,vivienda
Grupo Premium,Providencia Con Pedro De Valdivia,providencia,09-12-2019,5228685,-33.42356,-70.6124674,Portal Inmobiliario,40,40,arriendo,Providencia Con Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5228685-providencia-con-pedro-de-valdivia-uda,450000,departamento
Grupo F Y P,Sector Holanda- California,providencia,11-12-2019,5275820,-33.435154,-70.5984726,Portal Inmobiliario,90,80,arriendo,Sector Holanda- California,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5275820-sector-holanda-california-uda,800000,departamento
Virginia Flores Cáceres,"Román Díaz 300, Providencia - Departamento 1205",providencia,09-12-2019,5209644,-33.43293,-70.6207962,Portal Inmobiliario,65,65,arriendo,"Román Díaz 300, Providencia - Departamento 1205",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5209644-roman-diaz-300-providencia-departamento-1205-uda,530000,departamento
Grupo F Y P,"Sector California- Lyon, Providencia",providencia,11-12-2019,5275780,-33.4363823,-70.6045227,Portal Inmobiliario,35,35,arriendo,"Sector California- Lyon, Providencia",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5275780-sector-california-lyon-providencia-uda,354000,departamento
Luis Felipe Fernández,Metro Los Leones,providencia,12-12-2019,5280004,-33.421936,-70.6084213,Portal Inmobiliario,60,60,arriendo,Metro Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5280004-metro-los-leones-uda,450000,departamento
Vega & Edwards Propiedades,Beautifully Furnished / Hermosamente Amoblado,providencia,10-12-2019,5271387,-33.4069023,-70.7158051,Portal Inmobiliario,110,105,arriendo,Beautifully Furnished / Hermosamente Amoblado,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5271387-beautifully-furnished-hermosamente-amoblado-uda,740000,departamento
Raimundo Perez,"Austria, Providencia - Departamento 2163",providencia,12-12-2019,5281512,-33.435009,-70.6057663,Portal Inmobiliario,38,38,arriendo,"Austria, Providencia - Departamento 2163",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5281512-austria-providencia-departamento-2163-uda,400000,departamento
Mandaat Propiedades,Metro Los Leones - Metro Tobalaba - Costanera Center,providencia,16-12-2019,5288181,-33.4348488,-70.6157303,Portal Inmobiliario,102,100,arriendo,Metro Los Leones - Metro Tobalaba - Costanera Center,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5288181-metro-los-leones-metro-tobalaba-costanera-center-uda,600000,departamento
Todo Propiedades.cl,Departamento Amoblado Fco De Encina Prov,providencia,13-12-2019,5163217,-33.3871002,-70.5764999,Portal Inmobiliario,33,1,arriendo,Departamento Amoblado Fco De Encina Prov,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5163217-departamento-amoblado-fco-de-encina-prov-uda,500000,departamento
Maria Mendoza,Metro Manuel Montt Con Eliodoro Yáñez,providencia,15-12-2019,5255262,-33.4337196,-70.6167068,Portal Inmobiliario,85,90,arriendo,Metro Manuel Montt Con Eliodoro Yáñez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5255262-metro-manuel-montt-con-eliodoro-yanez-uda,250000,departamento
Fridman Propiedades,Propiedad En Metro Los Leones,MLC-516694406-propiedad-en-metro-los-leones-_JM>,13-12-2019,MLC,-33.4224037,-70.6094316,Portal Inmobiliario,52,52,MLC-516694406-propiedad-en-metro-los-leones-_JM>,Propiedad En Metro Los Leones,https://www.portalinmobiliario.com/MLC-516694406-propiedad-en-metro-los-leones-_JM,400000,departamento
Arqus Propiedades,A Tres Cuadras Del Metro Tobalaba,providencia,10-12-2019,5273200,-33.4186401,-70.6004791,Portal Inmobiliario,65,60,arriendo,A Tres Cuadras Del Metro Tobalaba,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5273200-a-tres-cuadras-del-metro-tobalaba-uda,650000,departamento
Rebeca Cerda,"Providencia 455, Providencia",providencia,13-12-2019,5282944,-33.435154,-70.6280136,Portal Inmobiliario,40,40,arriendo,"Providencia 455, Providencia",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5282944-providencia-455-providencia-uda,35000,departamento
Viel.cl,Las Dalias,providencia,13-12-2019,5283853,-33.4305,-70.5963974,Portal Inmobiliario,78,75,arriendo,Las Dalias,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5283853-las-dalias-uda,24,departamento
Lpm Gestión S.a.,Antonio Varas / Providencia,providencia,11-12-2019,5244592,-33.4283981,-70.6173019,Portal Inmobiliario,85,80,arriendo,Antonio Varas / Providencia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5244592-antonio-varas-providencia-uda,690000,departamento
All House Propiedades,Antonio Varas / Francisco Bilbao,providencia,11-12-2019,5278905,-33.4391747,-70.6136475,Portal Inmobiliario,60,60,arriendo,Antonio Varas / Francisco Bilbao,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278905-antonio-varas-francisco-bilbao-uda,600000,departamento
Karen Paola  Sabat Barbano,"Nueva De Lyon, Metro Los Leones.",providencia,09-12-2019,5269797,-33.4206848,-70.6103592,Portal Inmobiliario,96,88,arriendo,"Nueva De Lyon, Metro Los Leones.",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5269797-nueva-de-lyon-metro-los-leones-uda,600000,departamento
Dueñas Labarca Propiedades,Metro Estación Pedro De Valdivia,providencia,12-12-2019,5280840,-33.4255486,-70.6109772,Portal Inmobiliario,28,28,arriendo,Metro Estación Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5280840-metro-estacion-pedro-de-valdivia-uda,350000,departamento
Arqus Propiedades,Lota / Metro Tobalaba,providencia,11-12-2019,5274852,-33.4222908,-70.601532,Portal Inmobiliario,48,39,arriendo,Lota / Metro Tobalaba,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5274852-lota-metro-tobalaba-uda,430000,departamento
Fridman Propiedades,Propiedad En Metro Los Leones,MLC-516694413-propiedad-en-metro-los-leones-_JM>,13-12-2019,MLC,-33.4224037,-70.6094316,Portal Inmobiliario,52,52,MLC-516694413-propiedad-en-metro-los-leones-_JM>,Propiedad En Metro Los Leones,https://www.portalinmobiliario.com/MLC-516694413-propiedad-en-metro-los-leones-_JM,400000,departamento
Procasa Jorge Pablo Caro Propiedades,Nueva Providencia / Barcelona,providencia,10-12-2019,5232973,-33.4249001,-70.6116028,Portal Inmobiliario,25,1,arriendo,Nueva Providencia / Barcelona,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5232973-nueva-providenciabarcelona-uda,350000,departamento
Ruta Inmobiliaria,Pedro Lira,providencia,11-12-2019,5247665,-33.4460869,-70.6127701,Portal Inmobiliario,70,59,arriendo,Pedro Lira,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5247665-pedro-lira-uda,510000,departamento
Christian Bielenberg G.,Los Leones / Exeqias Alliende,providencia,16-12-2019,5287135,-33.4289513,-70.6029587,Portal Inmobiliario,48,46,arriendo,Los Leones / Exeqias Alliende,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5287135-los-leones-exeqias-alliende-uda,18,departamento
Javiera Torres,Bustos 2125 - Departamento 302,providencia,09-12-2019,5269394,-33.4402008,-70.6042175,Portal Inmobiliario,90,87,arriendo,Bustos 2125 - Departamento 302,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5269394-bustos-2125-departamento-302-uda,600000,departamento
All House Propiedades,Luis Thayer Ojeda / El Vergel,providencia,11-12-2019,5278836,-33.4316406,-70.5981827,Portal Inmobiliario,130,130,arriendo,Luis Thayer Ojeda / El Vergel,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278836-luis-thayer-ojeda-el-vergel-uda,1200000,departamento
All House Propiedades,Juana De Arco / Pedro De Valdivia,providencia,11-12-2019,5278846,-33.4267845,-70.6111374,Portal Inmobiliario,40,40,arriendo,Juana De Arco / Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278846-juana-de-arco-pedro-de-valdivia-uda,21,departamento
Qs Propiedades,Guardia Vieja / Juana De Arco,providencia,09-12-2019,5269924,-33.4266205,-70.6097183,Portal Inmobiliario,38,38,arriendo,Guardia Vieja / Juana De Arco,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5269924-guardia-vieja-juana-de-arco-uda,21,departamento
Cox Acción Inmobiliaria,Genova  / Pedro De Valdivia,providencia,12-12-2019,5281711,-33.4296265,-70.608139,Portal Inmobiliario,115,55,arriendo,Genova  / Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5281711-genova-pedro-de-valdivia-uda,23,departamento
Grupo Premium,Pedro De Valdivia,providencia,11-12-2019,5274879,-33.4351006,-70.6083984,Portal Inmobiliario,24,24,arriendo,Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5274879-pedro-de-valdivia-uda,320000,departamento
Qyd Housing,Diego De Almagro,providencia,13-12-2019,5284409,-33.4424667,-70.6022186,Portal Inmobiliario,224,112,arriendo,Diego De Almagro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5284409-diego-de-almagro-uda,1800000,departamento
Maudier Propiedades,Plaza Las Lilas,MLC-516594919-departamento-en-arriendo-de-3-dormitorios-en-providencia-_JM>,12-12-2019,MLC,-33.4276122,-70.5969779,Portal Inmobiliario,246,219,MLC-516594919-departamento-en-arriendo-de-3-dormitorios-en-providencia-_JM>,Plaza Las Lilas,https://www.portalinmobiliario.com/MLC-516594919-departamento-en-arriendo-de-3-dormitorios-en-providencia-_JM,1500000,departamento
All House Propiedades,Andres Bello / General Calderon,providencia,11-12-2019,5278907,-33.4251137,-70.621521,Portal Inmobiliario,60,60,arriendo,Andres Bello / General Calderon,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278907-andres-bello-general-calderon-uda,600000,departamento
View Propiedades,Suecia  / Carlos Antúnez,providencia,13-12-2019,5282676,-33.4278069,-70.6054382,Portal Inmobiliario,56,50,arriendo,Suecia  / Carlos Antúnez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5282676-suecia-carlos-antunez-uda,450000,departamento
Fridman Propiedades,Propiedad En Metro Los Leones,MLC-516694397-propiedad-en-metro-los-leones-_JM>,13-12-2019,MLC,-33.4224037,-70.6094316,Portal Inmobiliario,52,52,MLC-516694397-propiedad-en-metro-los-leones-_JM>,Propiedad En Metro Los Leones,https://www.portalinmobiliario.com/MLC-516694397-propiedad-en-metro-los-leones-_JM,400000,departamento
Sm Propiedades,Dario Urzua 00,providencia,11-12-2019,5279009,-33.4348488,-70.6157303,Portal Inmobiliario,55,55,arriendo,Dario Urzua 00,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5279009-dario-urzua-00-uda,550000,departamento
Vhs Propiedades,Nueva Providencia / Manuel Montt,providencia,10-12-2019,5272788,-33.4287872,-70.6187134,Portal Inmobiliario,67,60,arriendo,Nueva Providencia / Manuel Montt,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5272788-nueva-providencia-manuel-montt-uda,520000,departamento
Red Inmobiliaria,Los Leones 000,providencia,11-12-2019,5274026,-33.4236031,-70.6042099,Portal Inmobiliario,105,90,arriendo,Los Leones 000,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5274026-los-leones-000-uda,610000,departamento
Gaston Pertier,El Bosque – La Brabanzón,providencia,11-12-2019,5278313,-33.4318504,-70.5946503,Portal Inmobiliario,45,45,arriendo,El Bosque – La Brabanzón,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5278313-el-bosque-la-brabanzon-uda,395000,departamento
Rent Invest - Corredores De Propiedades,Avenida Nueva Providencia 2170,providencia,16-12-2019,5287661,-33.4228745,-70.6099014,Portal Inmobiliario,63,55,arriendo,Avenida Nueva Providencia 2170,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5287661-avenida-nueva-providencia-2170-uda,600000,departamento
Rios Larraín Propiedades,Nueva Providencia / General Del Canto,providencia,13-12-2019,5283168,-33.429039,-70.6186523,Portal Inmobiliario,55,50,arriendo,Nueva Providencia / General Del Canto,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5283168-nueva-providencia-general-del-canto-uda,650000,departamento
Corredores Asociados,"Impecable Departamento Amoblado Full, 3 Dormitorios Más Servicios! Cercano Metro Colón, Tobalaba, Los Leones",providencia,11-12-2019,5235221,-33.4266624,-70.6004562,Portal Inmobiliario,209,160,arriendo,"Impecable Departamento Amoblado Full, 3 Dormitorios Más Servicios! Cercano Metro Colón, Tobalaba, Los Leones",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5235221-impecable-departamento-amoblado-full-3-dormitorios-mas-servicios-cercano-metro-colon-tobalaba-los-leones-uda,1200000,departamento
Grupo F Y P,Sector Metro Pedro De Valdivia- Providencia,providencia,11-12-2019,5275544,-33.4262695,-70.6172409,Portal Inmobiliario,60,60,arriendo,Sector Metro Pedro De Valdivia- Providencia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5275544-sector-metro-pedro-de-valdivia-providencia-uda,530000,departamento
Del Valle Propiedades,Metro Ines De Suarez Con Estacionamiento,providencia,15-12-2019,5287028,-33.4381523,-70.6000748,Portal Inmobiliario,80,80,arriendo,Metro Ines De Suarez Con Estacionamiento,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5287028-metro-ines-de-suarez-con-estacionamiento-uda,640000,departamento
Dueñas Labarca Propiedades,Metro Estación Pedro De Valdivia,providencia,12-12-2019,5280856,-33.4248657,-70.6116257,Portal Inmobiliario,34,34,arriendo,Metro Estación Pedro De Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5280856-metro-estacion-pedro-de-valdivia-uda,400000,departamento
Corredores De Propiedades,Antonio Bellet / Magnere,providencia,12-12-2019,5280070,-33.4256973,-70.6182251,Portal Inmobiliario,38,38,arriendo,Antonio Bellet / Magnere,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5280070-antonio-bellet-magnere-uda,390000,departamento
Etchepare & Asociados,Pedro De Valdivia / Av. Providencia,providencia,11-12-2019,5272423,-33.4248657,-70.6116257,Portal Inmobiliario,38,38,arriendo,Pedro De Valdivia / Av. Providencia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5272423-pedro-de-valdivia-av-providencia-uda,405000,departamento
Ralph Propiedades,Amapolas 1607,providencia,14-12-2019,5285824,-33.4302216,-70.5909576,Portal Inmobiliario,100,94,arriendo,Amapolas 1607,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5285824-amapolas-1607-uda,820000,departamento
Orrego & Souper Propiedades,Pio X  / Los Leones,providencia,16-12-2019,5231790,-33.4215775,-70.6054077,Portal Inmobiliario,71,61,arriendo,Pio X  / Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5231790-pio-x-los-leones-uda,620000,departamento
Pía Gumucio,Avenida Providencia 565,providencia,15-12-2019,5286877,-33.4344406,-70.6270218,Portal Inmobiliario,70,70,arriendo,Avenida Providencia 565,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286877-avenida-providencia-565-uda,500000,departamento
Business Real Estate,Metro Ines De Suarez,providencia,14-12-2019,5286508,-33.4409943,-70.6045227,Portal Inmobiliario,78,70,arriendo,Metro Ines De Suarez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286508-metro-ines-de-suarez-uda,670000,departamento
Puente Inmobiliario Ltda.,Federico Froebel / Antonio Varas,providencia,13-12-2019,5283986,-33.4336739,-70.6144791,Portal Inmobiliario,66,60,arriendo,Federico Froebel / Antonio Varas,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5283986-federico-froebel-antonio-varas-uda,570000,departamento
City Propiedades Ltda,El Bosque  / Carmen Silva,providencia,12-12-2019,4749842,-33.4235878,-70.5976791,Portal Inmobiliario,200,200,arriendo,El Bosque  / Carmen Silva,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4749842-el-bosque-carmen-silva-uda,40,departamento
Business Real Estate,Metro Ines De Suarez,providencia,14-12-2019,5286498,-33.4409943,-70.6045227,Portal Inmobiliario,78,70,arriendo,Metro Ines De Suarez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5286498-metro-ines-de-suarez-uda,550000,departamento
Stgo Habita Spa,Dr. Roberto Del Río / Av. Pocuro,providencia,12-12-2019,5281351,-33.4344177,-70.5982819,Portal Inmobiliario,64,64,arriendo,Dr. Roberto Del Río / Av. Pocuro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5281351-dr-roberto-del-rio-av-pocuro-uda,500000,departamento
