broker,direction,district,fecha_publicacion,idCliente,lat,lon,portal,supTotal,supUtil,tipo,title,url,valor,vivienda
Nativo Propiedades,Plaza Las Lilas,providencia,13-11-2019,5198156,-33.4286995,-70.5954971,Portal Inmobiliario,160,150,arriendo,Plaza Las Lilas,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5198156-plaza-las-lilas-uda,1100000,departamento
Idv Y S,Suecia 653 - Departamento 302,providencia,06-12-2019,5264696,-33.4264488,-70.6059952,Portal Inmobiliario,118,118,arriendo,Suecia 653 - Departamento 302,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5264696-suecia-653-departamento-302-uda,42,departamento
Corredores Asociados,Antonio Varas / Diagonal Oriente,providencia,06-11-2019,5178733,-33.4461327,-70.6112213,Portal Inmobiliario,80,70,arriendo,Antonio Varas / Diagonal Oriente,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5178733-antonio-varas-diagonal-oriente-uda,630000,departamento
Índigo Propiedades,Tobalaba / Carlos Antunez,providencia,19-02-2019,4611080,-33.4250183,-70.5937805,Portal Inmobiliario,80,80,arriendo,Tobalaba / Carlos Antunez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4611080-tobalaba-carlos-antunez-uda,2215,departamento
Century 21 Invernor,Austria,providencia,04-06-2019,4851486,-33.4355011,-70.6065979,Portal Inmobiliario,34,34,arriendo,Austria,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4851486-austria-uda,15,departamento
Redflip,Perez Valenzuela / A Pasos Metro Manuel Montt,providencia,06-12-2019,5264720,-33.4284019,-70.62146,Portal Inmobiliario,105,104,arriendo,Perez Valenzuela / A Pasos Metro Manuel Montt,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5264720-perez-valenzuela-a-pasos-metro-manuel-montt-uda,700000,departamento
Macarena Wilson Cruz,Avenida Santa María 0,providencia,24-10-2019,5154082,-33.4336777,-70.6299362,Portal Inmobiliario,70,70,arriendo,Avenida Santa María 0,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5154082-avenida-santa-maria-0-uda,600000,departamento
Smith Properties Gestión Inmobiliaria,El Vergel - Los Leones - Departamentos De Lujo Amoblados Para Ejecutivos,providencia,05-11-2019,5134626,-33.432579,-70.6022873,Portal Inmobiliario,81,75,arriendo,El Vergel - Los Leones - Departamentos De Lujo Amoblados Para Ejecutivos,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5134626-el-vergel-los-leones-departamentos-de-lujo-amoblados-para-ejecutivos-uda,800000,departamento
Contempora Propiedades,Colegio San Ignacio / Pocuro / Hernando,providencia,19-10-2019,5144803,-33.4328995,-70.5970001,Portal Inmobiliario,143,138,arriendo,Colegio San Ignacio / Pocuro / Hernando,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5144803-colegio-san-ignacio-pocuro-hernando-uda,1050000,departamento
Vg Propiedades,Metro Los Leones,providencia,17-09-2019,5079765,-33.4211998,-70.6102982,Portal Inmobiliario,40,34,arriendo,Metro Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5079765-metro-los-leones-uda,550000,departamento
Vera Schwarz Propiedades,Suecia / Providencia,providencia,15-11-2019,5204821,-33.4223976,-70.6067581,Portal Inmobiliario,100,100,arriendo,Suecia / Providencia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5204821-suecia-providencia-uda,650000,departamento
Corredores De Propiedades,Lyon / Bilbao,providencia,21-11-2019,5218366,-33.4393959,-70.6041412,Portal Inmobiliario,87,81,arriendo,Lyon / Bilbao,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5218366-lyon-bilbao-uda,650000,departamento
Probrokers,Para Uso Como Oficina O Habitacional. Totalmente Remodelado,providencia,30-11-2019,5243562,-33.418396,-70.607666,Portal Inmobiliario,56,56,arriendo,Para Uso Como Oficina O Habitacional. Totalmente Remodelado,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5243562-para-uso-como-oficina-o-habitacional-totalmente-remodelado-uda,600000,departamento
Mitani Inversiones Ltda.,El Vergel - Los Leones - Departamentos D,providencia,30-10-2019,5164099,-33.4324989,-70.6019974,Portal Inmobiliario,81,75,arriendo,El Vergel - Los Leones - Departamentos D,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5164099-el-vergel-los-leones-departamentos-d-uda,850000,departamento
Johanna Perez,Avenida Ricardo Lyon 1317,providencia,03-12-2019,5239664,-33.4335136,-70.6056213,Portal Inmobiliario,130,120,arriendo,Avenida Ricardo Lyon 1317,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5239664-avenida-ricardo-lyon-1317-uda,720000,departamento
Domum Propiedades,Avenida Luis Thayer Ojeda 260,providencia,18-06-2019,4884308,-33.4209099,-70.6016083,Portal Inmobiliario,132,120,arriendo,Avenida Luis Thayer Ojeda 260,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4884308-avenida-luis-thayer-ojeda-260-uda,800000,departamento
Bellavistapro,Josué Smith Solar 528,providencia,18-10-2019,5143958,-33.424984,-70.6051559,Portal Inmobiliario,58,50,arriendo,Josué Smith Solar 528,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5143958-josue-smith-solar-528-uda,500000,departamento
Dunamis Propiedades,"Arriendo Espectacular Dp Nuevo, Metro Manuel Montt",providencia,09-10-2019,4715159,-33.4289398,-70.6220322,Portal Inmobiliario,110,110,arriendo,"Arriendo Espectacular Dp Nuevo, Metro Manuel Montt",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4715159-arriendo-espectacular-dp-nuevo-metro-manuel-montt-uda,700000,departamento
Gestall Propiedades,Parque Bustamante,providencia,07-10-2018,3649409,-33.4442558,-70.6344452,Portal Inmobiliario,55,55,arriendo,Parque Bustamante,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/3649409-parque-bustamante-uda,750000,departamento
Focus Propiedades,Metro Manuel Montt,providencia,08-12-2019,5252733,-33.4280014,-70.6184006,Portal Inmobiliario,86,85,arriendo,Metro Manuel Montt,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5252733-metro-manuel-montt-uda,590000,departamento
Valdivia Propiedades,Lota Y Suecia,providencia,07-10-2019,5115901,-33.4240761,-70.6065445,Portal Inmobiliario,58,50,arriendo,Lota Y Suecia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5115901-lota-y-suecia-uda,550000,departamento
Natalia Guajardo Pino,Metro Ines De Suarez,providencia,29-11-2019,5241591,-33.4376907,-70.6097488,Portal Inmobiliario,60,60,arriendo,Metro Ines De Suarez,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5241591-metro-ines-de-suarez-uda,610000,departamento
Gdr Gestión,Regimiento Cazadores Con Pocuro,providencia,27-11-2019,5235140,-33.4376831,-70.6111298,Portal Inmobiliario,67,62,arriendo,Regimiento Cazadores Con Pocuro,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5235140-regimiento-cazadores-con-pocuro-uda,2130,departamento
Golden Propiedades,Metro Los Leones / San Sebastián Campus Lo,providencia,13-06-2019,4874270,-33.425499,-70.6047974,Portal Inmobiliario,190,175,arriendo,Metro Los Leones / San Sebastián Campus Lo,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4874270-metro-los-leonessan-sebastian-campus-lo-uda,1100000,departamento
Jacqueline Rochet,Pedro De Valdivia / Nueva Providencia,providencia,04-12-2019,5245612,-33.4249573,-70.6115341,Portal Inmobiliario,35,35,arriendo,Pedro De Valdivia / Nueva Providencia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5245612-pedro-de-valdivianueva-providencia-uda,430000,departamento
Homus Inmobiliaria Boutique,"Barrio Italia, Metro Salvador, Terranova, Salvador, Providencia",providencia,23-11-2019,5223854,-33.437603,-70.6270447,Portal Inmobiliario,52,46,arriendo,"Barrio Italia, Metro Salvador, Terranova, Salvador, Providencia",https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5223854-barrio-italia-metro-salvador-terranova-salvador-providencia-uda,18,departamento
Asas Propiedades,Plaza Las Lilas / Metro Colon,providencia,02-07-2019,2988440,-33.4292183,-70.5914536,Portal Inmobiliario,140,130,arriendo,Plaza Las Lilas / Metro Colon,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/2988440-plaza-las-lilas-metro-colon-uda,1000000,departamento
Makler Gestión Inmobiliaria,Amoblado / / Barros Borgoño,providencia,09-01-2019,4529950,-33.4296989,-70.6195984,Portal Inmobiliario,40,35,arriendo,Amoblado / / Barros Borgoño,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/4529950-amoblado-barros-borgono-uda,500000,departamento
Vivaqui.com,Metro Pedro Valdivia,providencia,05-12-2019,5258137,-33.4249615,-70.6139804,Portal Inmobiliario,64,60,arriendo,Metro Pedro Valdivia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5258137-metro-pedro-valdivia-uda,570000,departamento
Mitani Inversiones Ltda.,Los Leones,providencia,08-12-2019,5229463,-33.4222984,-70.607399,Portal Inmobiliario,38,38,arriendo,Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5229463-los-leones-uda,550000,departamento
Procasa Jorge Pablo Caro Propiedades,Barcelona / Nueva Providencia,providencia,08-12-2019,5206759,-33.4248009,-70.611702,Portal Inmobiliario,48,1,arriendo,Barcelona / Nueva Providencia,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5206759-barcelonanueva-providencia-uda,450000,departamento
Ccv Gestores Inmobiliarios,Suecia / Mariategui,providencia,13-09-2019,5073620,-33.4381523,-70.6021805,Portal Inmobiliario,119,110,arriendo,Suecia / Mariategui,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5073620-suecia-mariategui-uda,32,departamento
Baquedano Rentas,Avenida Los Leones 80,providencia,19-11-2019,5210818,-33.4205742,-70.6053696,Portal Inmobiliario,8,8,arriendo,Avenida Los Leones 80,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5210818-avenida-los-leones-80-uda,550000,departamento
Grupo F Y P,Sector Antonio Bellet / Andres Bello - P,providencia,08-12-2019,5247284,-33.4238371,-70.6199934,Portal Inmobiliario,60,60,arriendo,Sector Antonio Bellet / Andres Bello - P,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5247284-sector-antonio-bellet-andres-bello-p-uda,650000,departamento
Grupo F Y P,Sector Antonio Bellet / Andres Bello - P,providencia,08-12-2019,5247283,-33.4238371,-70.6199934,Portal Inmobiliario,60,60,arriendo,Sector Antonio Bellet / Andres Bello - P,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5247283-sector-antonio-bellet-andres-bello-p-uda,550000,departamento
Schumacher Propiedades,Metro Salvador,providencia,09-12-2019,5268982,-33.4351006,-70.6270981,Portal Inmobiliario,55,50,arriendo,Metro Salvador,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5268982-metro-salvador-uda,500000,departamento
Grupo F Y P,Se Arrienda Depto+providedencia+sector+e,providencia,08-12-2019,5249677,-33.4249615,-70.6139804,Portal Inmobiliario,140,140,arriendo,Se Arrienda Depto+providedencia+sector+e,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5249677-se-arrienda-deptoprovidedenciasectore-uda,1300000,departamento
Nexxos,A Pocas Cuadras De Metro Los Leones Haci,providencia,14-10-2019,5130052,-33.4261017,-70.6042023,Portal Inmobiliario,73,70,arriendo,A Pocas Cuadras De Metro Los Leones Haci,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5130052-a-pocas-cuadras-de-metro-los-leones-haci-uda,550000,departamento
Grupo F Y P,Sector Holanda - San Pio X,providencia,08-12-2019,5247310,-33.42099,-70.6034926,Portal Inmobiliario,65,60,arriendo,Sector Holanda - San Pio X,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5247310-sector-holanda-san-pio-x-uda,600000,departamento
Procasa Cristián Vial Propiedades,Román Díaz / Bilbao Av,providencia,22-11-2019,5220923,-33.4384358,-70.6073572,Portal Inmobiliario,57,2,arriendo,Román Díaz / Bilbao Av,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5220923-roman-diazbilbao-av-uda,530000,departamento
Rentalprop,Los Leones,providencia,07-11-2019,5118396,-33.4221367,-70.6088261,Portal Inmobiliario,70,2,arriendo,Los Leones,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5118396-los-leones-uda,700000,departamento
Rentalprop,Metro Salvador,providencia,18-11-2019,5209925,-33.4249615,-70.6139804,Portal Inmobiliario,50,45,arriendo,Metro Salvador,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5209925-metro-salvador-uda,600000,departamento
Procasa Jorge Pablo Caro Propiedades,Nueva Providencia / Barcelona,providencia,08-12-2019,5206760,-33.4248009,-70.6116028,Portal Inmobiliario,48,1,arriendo,Nueva Providencia / Barcelona,https://www.portalinmobiliario.com/arriendo/departamento/providencia-metropolitana/5206760-nueva-providenciabarcelona-uda,450000,departamento
Propiedades La Viña Ltda.,Claudio Arrau / Diagonal Travesía,pudahuel,05-12-2019,5260132,-33.450386,-70.7603149,Portal Inmobiliario,79,76,arriendo,Claudio Arrau / Diagonal Travesía,https://www.portalinmobiliario.com/arriendo/departamento/pudahuel-metropolitana/5260132-claudio-arrau-diagonal-travesia-uda,380000,departamento
Arriendoasegurado.com,Avenida Américo Vespucio,pudahuel,26-11-2019,5230169,-33.3839989,-70.7578964,Portal Inmobiliario,47,45,arriendo,Avenida Américo Vespucio,https://www.portalinmobiliario.com/arriendo/departamento/pudahuel-metropolitana/5230169-avenida-americo-vespucio-uda,360000,departamento
Arriendoasegurado.com,Claudio Arrau,pudahuel,19-11-2019,5211066,-33.4544983,-70.7401962,Portal Inmobiliario,69,69,arriendo,Claudio Arrau,https://www.portalinmobiliario.com/arriendo/departamento/pudahuel-metropolitana/5211066-claudio-arrau-uda,480000,departamento
Procasa Jorge Pablo Caro Propiedades,Claudio Arrau / Metro Barrancas,pudahuel,11-12-2019,5199386,-33.4544983,-70.7389984,Portal Inmobiliario,70,3,arriendo,Claudio Arrau / Metro Barrancas,https://www.portalinmobiliario.com/arriendo/departamento/pudahuel-metropolitana/5199386-claudio-arraumetro-barrancas-uda,450000,departamento
Camila Romero,Metro Barrancas,pudahuel,11-12-2019,5273984,-33.4539223,-70.7415009,Portal Inmobiliario,56,56,arriendo,Metro Barrancas,https://www.portalinmobiliario.com/arriendo/departamento/pudahuel-metropolitana/5273984-metro-barrancas-uda,400000,departamento
Dunamis Propiedades,"Arriendo Lindo Departamento, Quilicura",quilicura,09-10-2019,4673121,-33.3568306,-70.7467651,Portal Inmobiliario,54,50,arriendo,"Arriendo Lindo Departamento, Quilicura",https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/4673121-arriendo-lindo-departamento-quilicura-uda,350000,departamento
Rodrigo Alexis Duffet Soto,Ramón Vergara 99 - Departamento Depto 24,quilicura,01-12-2019,5243955,-33.3636322,-70.7227097,Portal Inmobiliario,62,58,arriendo,Ramón Vergara 99 - Departamento Depto 24,https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5243955-ramon-vergara-99-departamento-depto-24-uda,370000,departamento
Fuenzalida Propiedades Stgo. Centro,Parque Los Reyes - Parque Los Reyes,quilicura,12-10-2019,5128379,-33.3795013,-70.7235031,Portal Inmobiliario,52,50,arriendo,Parque Los Reyes - Parque Los Reyes,https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5128379-parque-los-reyes-parque-los-reyes-uda,350000,departamento
Dunamis Propiedades,"Arriendo Departamento, Quilicura",quilicura,09-10-2019,5065662,-33.3568039,-70.746666,Portal Inmobiliario,50,50,arriendo,"Arriendo Departamento, Quilicura",https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5065662-arriendo-departamento-quilicura-uda,400000,departamento
Dunamis Propiedades,"Arriendo Departamento, Quilicura",quilicura,09-10-2019,5016985,-33.3568039,-70.746666,Portal Inmobiliario,50,50,arriendo,"Arriendo Departamento, Quilicura",https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5016985-arriendo-departamento-quilicura-uda,400000,departamento
Dunamis Propiedades,"Arriendo Departamento Remodelacion, Quilicura",quilicura,09-10-2019,4934607,-33.3568039,-70.746666,Portal Inmobiliario,50,50,arriendo,"Arriendo Departamento Remodelacion, Quilicura",https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/4934607-arriendo-departamento-remodelacion-quilicura-uda,400000,departamento
Karsten Corredores De Propiedades Spa,Calle Tres Montes 692,quilicura,03-12-2019,5253104,-33.3585625,-70.7456512,Portal Inmobiliario,51,50,arriendo,Calle Tres Montes 692,https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5253104-calle-tres-montes-692-uda,300000,departamento
Dunamis Propiedades,"Arriendo Departamento Remodelacion, Quilicura",quilicura,09-10-2019,4997260,-33.3568039,-70.746666,Portal Inmobiliario,50,50,arriendo,"Arriendo Departamento Remodelacion, Quilicura",https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/4997260-arriendo-departamento-remodelacion-quilicura-uda,400000,departamento
Propiedades Galvarino,Avenida Las Torres 730,quilicura,11-12-2019,5269699,-33.3600006,-70.7230453,Portal Inmobiliario,10,10,arriendo,Avenida Las Torres 730,https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5269699-avenida-las-torres-730-uda,130000,departamento
Valeria Johansen,Senda San Julián 82,quilicura,13-12-2019,5254377,-33.3644791,-70.738739,Portal Inmobiliario,182,90,arriendo,Senda San Julián 82,https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5254377-senda-san-julian-82-uda,300000,departamento
Alco Propiedades,Calle Tres Montes 760,quilicura,09-12-2019,5270264,-33.3568039,-70.746666,Portal Inmobiliario,51,48,arriendo,Calle Tres Montes 760,https://www.portalinmobiliario.com/arriendo/departamento/quilicura-metropolitana/5270264-calle-tres-montes-760-uda,320000,departamento
Atenas & Veliz Propiedades,Mapocho 4643,quinta-normal,03-12-2019,5248090,-33.4292679,-70.6997147,Portal Inmobiliario,50,50,arriendo,Mapocho 4643,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5248090-mapocho-4643-uda,340000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,17-10-2019,5139704,-33.4378395,-70.7033005,Portal Inmobiliario,39,34,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5139704-radal-1227-uda,275000,departamento
Plusinmobiliario,Santo Domingo,quinta-normal,14-11-2019,5198858,-33.4393005,-70.6923981,Portal Inmobiliario,1,1,arriendo,Santo Domingo,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5198858-santo-domingo-uda,290000,departamento
Vanessa Gonzalez,Metro Blanqueado - Metro Gruta De Lourdes,quinta-normal,26-11-2019,5229622,-33.442543,-70.6993942,Portal Inmobiliario,60,56,arriendo,Metro Blanqueado - Metro Gruta De Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5229622-metro-blanqueado-metro-gruta-de-lourdes-uda,380000,departamento
Syg S.a.,Gaspar De Orense 897,quinta-normal,22-04-2019,4751041,-33.4418106,-70.7001038,Portal Inmobiliario,45,45,arriendo,Gaspar De Orense 897,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4751041-gaspar-de-orense-897-uda,280000,departamento
Assetplan Asesores De Inversión S.a.,Córdova Y Figueroa 1144,quinta-normal,03-10-2019,5109751,-33.4377098,-70.6931763,Portal Inmobiliario,28,28,arriendo,Córdova Y Figueroa 1144,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5109751-cordova-y-figueroa-1144-uda,240000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,30-09-2019,5098887,-33.4378395,-70.7033005,Portal Inmobiliario,60,51,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5098887-radal-1227-uda,330000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,23-10-2019,5151806,-33.4378395,-70.7033005,Portal Inmobiliario,47,41,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5151806-radal-1227-uda,290000,departamento
Vilches Propiedades,Metro Gruta De Lourdes,quinta-normal,19-11-2019,5209201,-33.4377098,-70.6931763,Portal Inmobiliario,32,32,arriendo,Metro Gruta De Lourdes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5209201-metro-gruta-de-lourdes-uda,240000,departamento
Galarce Propiedades,Mapocho 4242 - Departamento 1702,quinta-normal,27-11-2019,5232321,-33.4315453,-70.6930313,Portal Inmobiliario,63,60,arriendo,Mapocho 4242 - Departamento 1702,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5232321-mapocho-4242-departamento-1702-uda,320000,departamento
Oficina Ossandón,Santo Domingo 4259 - Departamento 1105,quinta-normal,09-10-2019,5121146,-33.4393082,-70.6924057,Portal Inmobiliario,29,29,arriendo,Santo Domingo 4259 - Departamento 1105,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5121146-santo-domingo-4259-departamento-1105-uda,270000,departamento
Syg S.a.,Gaspar De Orense 828,quinta-normal,29-04-2019,4768927,-33.4434471,-70.7002411,Portal Inmobiliario,30,30,arriendo,Gaspar De Orense 828,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/4768927-gaspar-de-orense-828-uda,220000,departamento
Fernández-niño Propiedades,Avenida Las Rejas Sur 65,quinta-normal,14-10-2019,5130842,-33.4575462,-70.7056808,Portal Inmobiliario,68,34,arriendo,Avenida Las Rejas Sur 65,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5130842-avenida-las-rejas-sur-65-uda,270000,departamento
García Silva Propiedades,"3 Dormitorios Gastos Comunes Incluidos, Metro Cercano",quinta-normal,27-11-2019,5232847,-33.4281693,-70.6837158,Portal Inmobiliario,62,60,arriendo,"3 Dormitorios Gastos Comunes Incluidos, Metro Cercano",https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5232847-3-dormitorios-gastos-comunes-incluidos-metro-cercano-uda,350000,departamento
Asciende Ya!,Villasana 1451 - Departamento 5,quinta-normal,29-11-2019,5241395,-33.4298973,-70.6880646,Portal Inmobiliario,50,50,arriendo,Villasana 1451 - Departamento 5,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5241395-villasana-1451-departamento-5-uda,280000,departamento
Vega Redital Propiedades,San Pablo 4135,quinta-normal,03-12-2019,5250073,-33.4376564,-70.6913376,Portal Inmobiliario,64,30,arriendo,San Pablo 4135,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5250073-san-pablo-4135-uda,245000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,30-09-2019,5098886,-33.4378395,-70.7033005,Portal Inmobiliario,51,44,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5098886-radal-1227-uda,340000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,18-10-2019,5144550,-33.4378014,-70.7033005,Portal Inmobiliario,58,3,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5144550-radal-1227-uda,335000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227 - Departamento 1004,quinta-normal,27-10-2019,5157746,-33.4378395,-70.7033005,Portal Inmobiliario,44,44,arriendo,Radal 1227 - Departamento 1004,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5157746-radal-1227-departamento-1004-uda,290000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,23-09-2019,5084792,-33.4378395,-70.7033005,Portal Inmobiliario,49,45,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5084792-radal-1227-uda,290000,departamento
Montalva Quindos,(adm) Santo Domingo 4272,quinta-normal,14-11-2019,5199857,-33.4397049,-70.6925583,Portal Inmobiliario,52,26,arriendo,(adm) Santo Domingo 4272,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5199857-adm-santo-domingo-4272-uda,230000,departamento
Vc Propiedades Vc Propiedades,Avenida Carrascal 6254,quinta-normal,28-11-2019,5238355,-33.4160576,-70.7151642,Portal Inmobiliario,30,30,arriendo,Avenida Carrascal 6254,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5238355-avenida-carrascal-6254-uda,250000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,23-09-2019,5082162,-33.4378395,-70.7033005,Portal Inmobiliario,47,41,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5082162-radal-1227-uda,290000,departamento
Develop Propiedades Spa,Pedro Leon Ugalde / Compañia,quinta-normal,20-11-2019,5216676,-33.4430008,-70.6993027,Portal Inmobiliario,63,63,arriendo,Pedro Leon Ugalde / Compañia,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5216676-pedro-leon-ugalde-compania-uda,355000,departamento
Propiedades Roberto Carvallo,Pedro León Ugalde 864 - Departamento 718,quinta-normal,18-11-2019,5202215,-33.4424515,-70.6994858,Portal Inmobiliario,60,55,arriendo,Pedro León Ugalde 864 - Departamento 718,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5202215-pedro-leon-ugalde-864-departamento-718-uda,320000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,05-09-2019,5057864,-33.4378395,-70.7033005,Portal Inmobiliario,47,41,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5057864-radal-1227-uda,300000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,06-09-2019,5058287,-33.4378395,-70.7033005,Portal Inmobiliario,60,51,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5058287-radal-1227-uda,300000,departamento
Incor Propiedades,Patria Nueva 716,quinta-normal,14-10-2019,5130105,-33.4384575,-70.6913071,Portal Inmobiliario,46,42,arriendo,Patria Nueva 716,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5130105-patria-nueva-716-uda,350000,departamento
Assetplan Asesores De Inversión S.a.,Radal 1227,quinta-normal,23-10-2019,5151780,-33.4378395,-70.7033005,Portal Inmobiliario,64,54,arriendo,Radal 1227,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5151780-radal-1227-uda,335000,departamento
Eme-erre Propiedades,Parque De Los Reyes,quinta-normal,04-11-2019,5172973,-33.4277039,-70.6736832,Portal Inmobiliario,35,30,arriendo,Parque De Los Reyes,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5172973-parque-de-los-reyes-uda,270000,departamento
Díaz Propiedades,Compañía 4464,quinta-normal,25-11-2019,5226702,-33.4425812,-70.6956635,Portal Inmobiliario,60,60,arriendo,Compañía 4464,https://www.portalinmobiliario.com/arriendo/departamento/quinta-normal-metropolitana/5226702-compania-4464-uda,360000,departamento
